# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-03-22 00:54:13.565
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
14.482502,-4.1692,1.3364,8.2695,9.36
14.498609,-3.1225,1.1416,5.7714,6.66
14.502633,-0.2525,1.3973,1.1614,1.83
14.514996,1.2500,1.3197,-0.0814,1.82
14.522977,0.8072,0.6916,1.5826,1.91
14.533179,0.5655,-0.0668,2.2710,2.34
14.548799,0.3352,-0.4303,2.2597,2.32
14.552830,-0.8414,-0.4649,2.6812,2.85
14.565589,-2.7557,-0.3716,3.5261,4.49
14.573046,-3.6496,-0.0567,3.6385,5.15
14.583183,-3.9223,0.1675,3.4175,5.20
14.599409,-4.8100,0.3856,3.9070,6.21
14.603178,-5.0760,0.7693,4.3640,6.74
14.614325,-3.4176,0.9112,4.8430,6.00
14.623307,-1.7227,0.6088,5.5422,5.84
14.633412,-1.2011,0.1228,4.7972,4.95
14.648674,-0.9275,-0.2523,3.2983,3.44
14.653560,-0.1436,-0.2443,2.3219,2.34
14.664737,0.9539,0.3047,1.1861,1.55
14.673794,1.4509,0.9469,-0.0125,1.73
14.684151,1.3342,1.1452,-0.4621,1.82
14.699849,1.1210,1.0617,-0.5055,1.62
14.704026,0.9289,0.7610,-1.1099,1.64
14.715859,0.7604,0.4137,-1.3343,1.59
14.724348,-0.0101,0.5732,1.1100,1.25
14.734259,-0.3814,1.0238,2.1574,2.42
14.748074,-0.0936,0.6470,-0.1200,0.66
14.754454,-0.1248,-0.3442,-1.9135,1.95
14.766667,0.3091,-0.4245,-2.8097,2.86
14.774915,0.8236,0.1562,-3.3100,3.41
14.784496,0.8295,0.5406,-4.1864,4.30
14.799231,0.7901,0.8758,-5.6954,5.82
14.804226,0.8362,1.0217,-6.4230,6.56
14.815307,0.8766,0.6523,-4.6021,4.73
14.824298,1.4257,-0.0501,1.9897,2.45
14.834416,1.2537,-0.8887,2.0886,2.59
14.849003,-0.1144,-2.5182,1.1577,2.77
14.854509,-1.4787,-3.8488,1.9756,4.57
14.866059,-1.4143,-2.5823,-1.1504,3.16
14.874587,0.4341,0.1639,-0.1765,0.50
14.884885,2.5785,2.5023,0.4993,3.63
14.899836,3.5929,3.6280,-0.0298,5.11
14.904950,3.3750,3.2126,0.3037,4.67
14.916253,3.3162,2.4097,1.1306,4.25
14.925674,3.8760,2.1816,1.7062,4.76
14.935797,4.7228,2.4300,2.3402,5.80
14.949956,5.3849,2.7017,3.3426,6.89
14.956118,5.6873,2.7888,4.6361,7.85
14.966763,5.7336,2.7554,5.7235,8.56
14.976178,5.6388,2.6038,6.0960,8.70
14.986329,5.3656,2.2676,5.4427,7.97
14.999018,4.8139,1.9034,4.6128,6.93
15.006456,3.9102,1.4872,4.3958,6.07
15.016741,2.6425,0.8019,4.2970,5.11
15.026391,1.2382,0.1198,4.0101,4.20
15.036512,0.1745,0.0173,3.6212,3.63
15.049438,-0.4686,0.3968,3.3523,3.41
15.056617,-0.8296,0.7918,3.6395,3.82
15.067167,-0.6840,0.9952,4.8402,4.99
15.083130,0.1242,1.0033,6.6680,6.74
15.087051,1.1464,1.0878,8.0660,8.22
15.100282,2.1549,1.2309,8.4595,8.82
15.107048,3.1352,1.0962,8.3510,8.99
15.121518,3.7053,0.5366,8.4417,9.23
15.127116,3.7826,-0.3335,8.7839,9.57
15.137652,3.4935,-1.4373,8.8572,9.63
15.148629,2.7332,-2.8335,8.2418,9.13
15.157448,1.7470,-4.3135,7.1254,8.51
15.167504,0.9188,-5.5979,5.5987,7.97
15.182628,0.1235,-6.6652,3.7811,7.66
15.187714,-0.9778,-7.6206,1.4954,7.83
15.198757,-2.3162,-8.4809,-1.7391,8.96
15.207861,-3.4125,-8.8893,-5.7628,11.13
15.217818,-3.9239,-8.6800,-9.4424,13.41
15.232430,-3.6492,-8.0271,-11.8225,14.75
15.237921,-2.9413,-7.1981,-12.5029,14.72
15.250077,-2.3521,-6.7703,-12.6258,14.52
15.258054,-1.9775,-6.8594,-12.4454,14.35
15.268346,-2.0640,-7.1142,-11.1690,13.40
15.284391,-2.3192,-7.4170,-9.5331,12.30
15.288478,-2.3814,-7.6373,-8.1007,11.39
15.300295,-2.2915,-7.7145,-7.1515,10.77
15.309274,-1.9604,-7.6766,-6.5686,10.29
15.318848,-1.6314,-7.5453,-6.2324,9.92
15.333982,-1.5425,-7.4792,-6.3220,9.91
15.338615,-1.4553,-7.4917,-6.8294,10.24
15.350690,-1.2612,-7.4041,-7.3664,10.52
15.359357,-1.1517,-7.2525,-7.7589,10.68
15.369295,-1.1455,-7.0676,-8.1246,10.83
15.383384,-1.1941,-6.8169,-8.4435,10.92
15.389397,-1.4792,-6.5826,-8.5652,10.90
15.400665,-1.8805,-6.4428,-8.6006,10.91
15.409834,-2.0864,-6.4594,-8.6560,11.00
15.419695,-1.9504,-6.5880,-8.5695,10.98
15.434027,-1.4526,-6.6873,-8.3214,10.77
15.439708,-0.7371,-6.6735,-8.0201,10.46
15.451091,-0.1811,-6.7362,-7.5926,10.15
15.467654,0.2020,-6.6857,-6.6026,9.40
15.484262,1.1376,-6.1334,-1.8766,6.51
15.489914,1.7103,-5.7326,0.6359,6.02
15.500835,2.4093,-5.4433,2.8078,6.58
15.510140,2.9387,-5.1979,4.4969,7.48
15.520278,2.5788,-4.8548,5.4042,7.71
15.534697,1.7818,-3.9932,5.6088,7.11
15.540473,1.8037,-2.5690,6.1431,6.90
15.551439,2.4193,-1.6944,8.1563,8.67
15.560864,3.6678,-1.3826,11.1178,11.79
15.570596,5.2832,-0.7489,13.9902,14.97
15.584283,6.2638,0.0355,16.7526,17.89
15.590535,6.7224,0.6033,18.9809,20.15
15.601187,7.6473,0.9072,20.6481,22.04
15.610759,9.1183,1.0035,22.5580,24.35
15.621033,10.4008,0.8994,24.9569,27.05
15.634758,11.3971,0.6024,27.7956,30.05
15.641252,11.8264,0.0713,29.8496,32.11
15.651671,11.3840,-0.8166,29.9481,32.05
15.668039,10.1753,-1.8601,27.8141,29.68
15.671342,8.9903,-2.9996,23.2159,25.08
15.683549,8.4055,-4.1576,17.3350,19.71
15.691711,8.0515,-5.0998,11.7228,15.11
15.702662,7.6030,-5.8166,6.6658,11.67
15.718045,6.9187,-6.3275,2.2630,9.65
15.721832,6.0656,-6.5676,-1.1004,9.01
15.734973,5.2557,-6.6015,-3.3961,9.10
15.742005,4.4632,-6.6424,-4.9257,9.40
15.752312,3.5161,-6.7569,-5.9069,9.64
15.767852,2.6271,-6.8381,-6.7462,9.96
15.773015,2.0698,-6.8076,-8.0164,10.72
15.784866,1.8130,-6.5937,-9.6131,11.80
15.792360,1.6903,-6.1469,-10.9214,12.65
15.802638,1.4993,-5.6383,-11.6409,13.02
15.818300,1.0821,-5.2858,-11.8130,12.99
15.822568,0.5762,-5.0886,-11.7250,12.79
15.835233,0.2265,-4.9389,-11.6684,12.67
15.842861,-0.1065,-4.7879,-11.6439,12.59
15.853051,-0.5664,-4.7707,-11.7045,12.65
15.868634,-1.0880,-4.8149,-11.9526,12.93
15.873017,-1.4477,-4.7717,-12.2723,13.25
15.884892,-1.4730,-4.6495,-12.5381,13.45
15.893337,-1.3949,-4.5231,-12.6665,13.52
15.903138,-1.4061,-4.4968,-12.5875,13.44
15.918438,-1.5898,-4.5370,-12.3491,13.25
15.924883,-2.1119,-4.6257,-12.0982,13.12
15.936280,-2.9740,-4.8512,-11.9150,13.20
15.943640,-4.0143,-5.1773,-11.8328,13.53
15.953818,-4.9396,-5.4062,-11.7231,13.82
15.968440,-5.3931,-5.3762,-11.4987,13.79
15.973701,-5.3113,-5.4418,-11.9158,14.14
15.984813,-4.5161,-5.6637,-12.8361,14.74
15.993930,-3.3888,-5.5995,-13.0936,14.64
16.004098,-2.5034,-5.7151,-12.5683,14.03
16.019228,-1.8595,-6.3850,-11.2351,13.06
16.024209,-1.6629,-7.3639,-9.4963,12.13
16.035265,-2.0616,-8.2642,-7.7554,11.52
16.044638,-2.0641,-8.7536,-5.7423,10.67
16.054604,-0.4566,-8.4208,-3.5740,9.16
16.068997,2.2616,-7.2328,-0.7565,7.62
16.074751,4.8992,-6.3775,3.1289,8.63
16.085709,6.7235,-5.7738,7.2392,11.44
16.094786,7.3612,-4.5710,11.3191,14.25
16.104769,7.0223,-3.1604,15.9234,17.69
16.119062,6.6292,-1.6551,20.7115,21.81
16.125287,6.4942,0.1334,24.4947,25.34
16.135674,6.7561,1.9375,26.3025,27.23
16.145042,7.8659,3.7079,26.4799,27.87
16.155003,9.4179,5.1804,26.1935,28.31
16.167283,10.4697,5.8653,25.9545,28.59
16.174951,10.5170,5.6548,25.7121,28.35
16.185367,9.8663,4.6202,24.8848,27.17
16.195382,8.9514,3.2139,22.9151,24.81
16.205479,8.0145,1.7589,19.8542,21.48
16.222518,7.0259,0.3337,16.1062,17.58
16.225657,5.8537,-0.9786,12.2439,13.61
16.243604,4.6225,-2.1170,8.7602,10.13
16.245798,3.5013,-3.0501,5.8826,7.49
16.255958,2.6141,-3.8923,3.6321,5.93
16.267946,2.0424,-4.6002,1.7954,5.34
16.276043,1.8529,-5.0607,0.2840,5.40
16.286023,1.9476,-5.3500,-0.9569,5.77
16.296309,2.0345,-5.5830,-2.1247,6.31
16.306213,1.9065,-5.7589,-3.1253,6.82
16.319050,1.6155,-5.8872,-3.8985,7.24
16.326114,1.2992,-5.9639,-4.5985,7.64
16.336551,1.0328,-5.9514,-5.2695,8.02
16.346493,0.8791,-5.8728,-6.1042,8.52
16.356783,0.8335,-5.7063,-7.2676,9.28
16.369603,0.7610,-5.4717,-8.5780,10.20
16.376870,0.5063,-5.2413,-9.7123,11.05
16.388566,0.0153,-5.0896,-10.5047,11.67
16.402122,-0.6501,-4.9786,-10.9648,12.06
16.407037,-1.3936,-4.8334,-11.2146,12.29
16.419544,-2.0947,-4.7759,-11.5037,12.63
16.427200,-2.5402,-4.7080,-11.8905,13.04
16.437587,-2.6703,-4.5165,-12.2811,13.35
16.452796,-2.6019,-4.3362,-12.7206,13.69
16.457579,-2.4763,-4.1577,-13.1828,14.04
16.469362,-2.4347,-4.0089,-13.5377,14.33
16.477766,-2.4513,-3.9368,-13.7024,14.47
16.487806,-2.4133,-3.9219,-13.6398,14.40
16.503815,-2.2806,-3.9675,-13.4686,14.22
16.508014,-2.1596,-4.1183,-13.2927,14.08
16.519766,-2.1049,-4.4077,-13.1070,13.99
16.528410,-2.2598,-4.8125,-12.5906,13.67
16.538144,-2.7254,-5.3792,-11.4487,12.94
16.553008,-2.9909,-6.1965,-10.0946,12.22
16.557991,-3.0117,-7.0936,-8.8409,11.73
16.570122,-3.0176,-8.0058,-7.5961,11.44
16.578160,-2.7400,-8.8924,-6.2789,11.23
16.588545,-2.1854,-9.2507,-4.7852,10.64
16.603835,-1.3423,-8.9597,-2.1989,9.32
16.609129,0.2353,-8.4321,1.7313,8.61
16.620277,2.3595,-7.4448,5.8667,9.77
16.628827,4.3939,-6.0066,9.8153,12.32
16.639024,6.3224,-4.3977,13.4588,15.51
16.653257,7.5294,-2.4152,16.4277,18.23
16.658974,7.3186,-0.4424,18.7477,20.13
16.670389,6.5785,1.1515,20.6311,21.69
16.679379,6.6589,2.7504,22.2615,23.40
16.689769,7.8824,4.3858,23.5739,25.24
16.703363,9.5686,5.9129,24.4027,26.87
16.709443,10.9246,6.9413,24.7411,27.92
16.720207,11.7047,7.0607,24.5036,28.06
16.730188,11.7989,6.4162,23.5407,27.10
16.739944,11.0389,5.1058,21.7009,24.88
16.753892,9.6228,3.2302,18.7296,21.30
16.759828,7.9511,1.2859,14.8061,16.86
16.770318,6.2844,-0.4154,10.6314,12.36
16.780223,4.6321,-1.7890,6.7525,8.38
16.789825,3.1400,-2.8391,3.4114,5.44
16.804191,2.1379,-3.6559,0.9395,4.34
16.810111,1.6494,-4.2830,-0.5832,4.63
16.820898,1.3937,-4.7866,-1.4607,5.19
16.831222,1.0092,-5.3462,-1.9842,5.79
16.840393,0.4486,-5.9549,-2.4719,6.46
16.853757,-0.1594,-6.4941,-3.1701,7.23
16.860460,-0.8188,-6.9414,-4.0924,8.10
16.870832,-1.5550,-7.2806,-5.2692,9.12
16.880400,-2.2462,-7.3769,-6.6766,10.20
16.890859,-2.6527,-7.2248,-8.0641,11.15
16.904230,-2.7043,-6.8632,-9.3432,11.90
16.910849,-2.6027,-6.3515,-10.4494,12.50
16.921444,-2.6975,-5.8709,-11.1256,12.87
16.931069,-3.0640,-5.5422,-11.3753,13.02
16.941236,-3.4940,-5.3725,-11.5341,13.19
16.954330,-3.7674,-5.2157,-11.8032,13.44
16.961297,-3.7035,-4.9631,-12.2074,13.69
16.971607,-3.4016,-4.7384,-12.7389,14.01
16.987567,-3.1008,-4.5543,-13.2710,14.37
16.991758,-2.8930,-4.4144,-13.6056,14.59
17.004482,-2.7741,-4.4035,-13.7539,14.71
17.011892,-2.7161,-4.5250,-13.7980,14.77
17.022039,-2.6625,-4.7772,-13.7664,14.81
17.037582,-2.5561,-5.0956,-13.6821,14.82
17.041945,-2.4200,-5.4342,-13.4860,14.74
17.054197,-2.3962,-5.9135,-13.0662,14.54
17.062090,-2.5749,-6.6020,-12.3429,14.23
17.072243,-2.8332,-7.3789,-11.2254,13.73
17.087796,-3.0338,-8.2499,-9.7403,13.12
17.104595,-2.8442,-10.1030,-6.3609,12.27
17.112624,-2.0293,-10.4475,-4.1873,11.44
17.122888,-1.1586,-10.4355,0.2135,10.50
17.138137,-0.5285,-10.2560,6.9476,12.40
17.142771,0.7454,-9.1900,13.3821,16.25
17.154786,4.0621,-7.1162,17.0295,18.90
17.163071,8.5543,-4.1716,17.5115,19.93
17.173574,11.8968,-0.7583,17.3444,21.05
17.187266,13.5805,2.0031,19.5000,23.85
17.193186,13.7897,3.6521,23.6766,27.64
17.203653,13.1440,4.7330,27.6430,30.97
17.213288,12.9708,5.6894,29.9694,33.15
17.223371,13.5991,6.4373,30.1505,33.70
17.237412,14.4736,6.7487,28.2629,32.46
17.243432,14.7487,6.4013,24.7684,29.53
17.254852,13.9863,5.2990,20.4315,25.32
17.263667,12.5225,3.6260,16.0193,20.65
17.273944,10.7512,1.7773,12.0179,16.22
17.287534,8.9479,0.0031,8.6362,12.44
17.293881,7.3397,-1.6452,5.7408,9.46
17.304831,6.1434,-3.0473,3.4065,7.66
17.313977,5.1867,-4.1089,1.9469,6.90
17.324315,4.2992,-5.0023,1.2717,6.72
17.338449,3.5895,-5.9199,0.9408,6.99
17.344263,3.0895,-6.7972,0.6365,7.49
17.355190,2.6549,-7.5308,0.1959,7.99
17.364424,2.2336,-8.1046,-0.6924,8.44
17.374756,1.8702,-8.6101,-2.3007,9.11
17.388619,1.4219,-9.1058,-4.1846,10.12
17.394831,0.7197,-9.4999,-5.7445,11.12
17.405526,-0.1746,-9.6812,-6.9820,11.94
17.414430,-1.0986,-9.6219,-8.0896,12.62
17.425005,-1.9323,-9.3180,-9.1218,13.18
17.438461,-2.6870,-8.8604,-10.1196,13.72
17.445010,-3.3348,-8.4213,-10.9853,14.24
17.455436,-3.9145,-8.0692,-11.5911,14.66
17.465321,-4.4595,-7.7641,-11.9786,14.96
17.475555,-4.8269,-7.3755,-12.2505,15.09
17.488730,-4.9362,-6.9594,-12.4517,15.09
17.495610,-4.8878,-6.6237,-12.6204,15.07
17.507661,-4.7581,-6.3413,-12.8962,15.14
17.515828,-4.6768,-6.0737,-13.1865,15.25
17.530656,-4.6287,-5.8679,-13.2697,15.23
17.543166,-4.5261,-5.8323,-13.1133,15.05
17.545769,-4.3100,-5.9752,-12.7543,14.73
17.555898,-3.9644,-6.2135,-12.3869,14.41
17.566021,-3.7023,-6.5010,-12.1291,14.25
17.576411,-3.6602,-6.8960,-11.9899,14.31
17.589165,-3.8626,-7.4230,-12.0314,14.66
17.596434,-4.1801,-8.0534,-12.0690,15.10
17.606510,-4.3923,-8.7770,-11.6969,15.27
17.622185,-4.4437,-9.5599,-10.7873,15.08
17.626518,-4.3959,-10.4317,-9.2466,14.62
17.639037,-4.2135,-11.4120,-6.9627,14.02
17.646545,-3.8541,-12.3201,-4.1450,13.56
17.656736,-3.1796,-12.8823,-1.2375,13.33
17.672919,-2.0762,-12.9290,1.7747,13.21
17.676870,-0.6587,-12.4169,4.8892,13.36
17.687883,0.4796,-11.2661,7.5322,13.56
17.697254,1.0895,-9.4662,9.6375,13.55
17.707077,2.6201,-7.5142,11.3503,13.86
17.722419,5.8613,-5.1279,12.7418,14.93
17.727506,9.4802,-1.8956,14.7381,17.63
17.739170,12.6711,1.0598,17.9513,22.00
17.747422,15.5617,3.3606,21.8054,27.00
17.757751,18.2249,5.6554,25.8249,32.11
17.772792,20.5629,7.9087,29.2769,36.64
17.777869,21.8814,9.6233,31.2538,39.35
17.789807,21.6723,10.0929,31.0342,39.17
17.797849,20.2803,9.1831,28.3069,36.01
17.808052,18.3568,7.4968,23.9661,31.11
17.822520,16.2494,5.4030,19.1806,25.71
17.828082,13.9220,3.0299,14.5654,20.38
17.839214,11.5252,0.6008,10.4724,15.58
17.848191,9.3597,-1.5763,7.0915,11.85
17.858202,7.5734,-3.3470,4.3038,9.33
17.872952,6.0794,-4.6684,2.0812,7.94
17.878363,4.7676,-5.6486,0.4926,7.41
17.889733,3.6599,-6.4398,-0.5869,7.43
17.898523,2.7479,-7.0448,-1.2275,7.66
17.908675,2.1008,-7.4834,-1.4496,7.91
17.922787,1.7125,-7.8146,-1.4910,8.14
17.929008,1.4957,-8.0569,-1.7559,8.38
17.940073,1.2871,-8.1674,-2.3725,8.60
17.948997,0.8448,-8.2349,-3.1457,8.86
17.959140,0.0952,-8.3059,-3.9344,9.19
17.973172,-0.8089,-8.3369,-4.7704,9.64
17.979387,-1.6527,-8.3084,-5.6486,10.18
17.990077,-2.4451,-8.2490,-6.4253,10.74
17.999365,-3.2754,-8.1842,-7.0329,11.28
18.009200,-4.1482,-8.0506,-7.4693,11.74
18.023361,-5.0491,-7.8489,-7.6687,12.08
18.029298,-5.9480,-7.6715,-7.7787,12.44
18.040394,-6.7196,-7.5678,-8.0803,12.95
18.049774,-7.2768,-7.5133,-8.7462,13.63
18.060046,-7.6152,-7.5057,-9.6474,14.40
18.073986,-7.6671,-7.4978,-10.5807,15.06
18.080040,-7.4039,-7.3967,-11.3381,15.43
18.090368,-6.9028,-7.2989,-11.7716,15.48
18.100602,-6.2973,-7.3055,-11.9355,15.35
18.110247,-5.6833,-7.4602,-11.8829,15.14
18.123620,-5.1316,-7.7255,-11.5883,14.84
18.133858,-4.8235,-8.1649,-11.1247,14.62
18.140596,-4.9381,-8.8246,-10.6649,14.70
18.150682,-5.4157,-9.5521,-10.3405,15.08
18.160609,-6.0615,-10.2480,-10.0647,15.59
18.173386,-6.6913,-10.9712,-9.6208,16.05
18.181158,-7.1981,-11.8290,-8.8671,16.44
18.190842,-7.5608,-12.7385,-7.9273,16.80
18.200827,-7.4599,-13.4484,-7.0578,16.92
18.210855,-6.9132,-14.0556,-6.2765,16.87
18.222982,-5.9046,-14.7915,-5.6069,16.88
18.231148,-4.0678,-15.3292,-4.7964,16.57
18.241112,-1.7642,-15.5518,-3.6502,16.07
18.255936,0.3305,-15.3611,-2.4082,15.55
18.261341,2.2153,-14.6309,-1.0683,14.84
18.272584,4.3971,-13.7423,0.5199,14.44
18.281556,6.6622,-12.3242,2.9940,14.33
18.291918,8.6173,-10.3901,7.4107,15.40
18.301776,10.5991,-8.4424,12.8742,18.69
18.311909,12.9298,-5.8699,17.4438,22.49
18.324709,15.8352,-2.5509,20.6078,26.11
18.332372,18.9544,0.7545,22.9655,29.79
18.342192,21.3219,3.6574,25.1078,33.14
18.358032,22.0187,5.7699,26.9925,35.31
18.374224,19.7617,7.5979,27.7086,34.87
18.382282,18.7295,7.8471,26.1596,33.12
18.393460,17.9147,7.5262,23.9117,30.81
18.407824,17.0816,6.5795,21.3092,28.09
18.412434,16.0349,5.0925,18.3144,24.87
18.424352,14.4304,3.2744,15.0472,21.10
18.432767,12.3827,1.2134,11.9029,17.22
18.442938,10.3537,-0.8104,9.1582,13.85
18.458317,8.5373,-2.5247,6.9494,11.29
18.462917,6.9472,-3.9932,5.3272,9.62
18.474688,5.6382,-5.2663,4.2384,8.80
18.482994,4.7147,-6.4214,3.3637,8.65
18.493168,4.1008,-7.4452,2.4224,8.84
18.508006,3.5672,-8.2809,1.3445,9.12
18.513329,3.0048,-8.9664,0.1548,9.46
18.524667,2.4422,-9.4683,-0.9989,9.83
18.533665,2.0306,-9.7134,-2.0286,10.13
18.544000,1.8557,-9.7508,-3.0108,10.37
18.561216,1.8016,-9.6716,-3.9126,10.59
18.563793,1.7400,-9.6099,-4.6398,10.81
18.574947,1.4460,-9.6391,-5.2117,11.05
18.583855,0.9320,-9.6333,-5.6471,11.21
18.593964,0.4057,-9.5156,-6.0500,11.28
18.608045,-0.1601,-9.3384,-6.5863,11.43
18.614116,-0.8943,-9.2016,-7.2790,11.77
18.625282,-1.8142,-9.1436,-8.1144,12.36
18.634545,-2.7293,-9.0703,-8.9361,13.02
18.644461,-3.7350,-8.9514,-9.6008,13.65
18.658371,-4.8271,-8.7969,-10.2114,14.32
18.664434,-5.6927,-8.5507,-10.8237,14.92
18.675228,-6.2330,-8.1799,-11.3082,15.29
18.684655,-6.5420,-7.7597,-11.4486,15.30
18.694922,-6.8143,-7.4167,-11.2635,15.11
18.708488,-7.1822,-7.3153,-11.0899,15.10
18.715001,-7.5392,-7.3913,-10.8697,15.15
18.725515,-7.7487,-7.4030,-10.5431,15.03
18.735304,-7.6666,-7.2932,-10.4031,14.84
18.745127,-7.3012,-7.2407,-10.3152,14.56
18.758213,-6.6973,-7.4085,-10.0241,14.15
18.765262,-6.1039,-7.8495,-9.6409,13.85
18.775675,-5.7295,-8.4123,-9.4301,13.88
18.785915,-5.4364,-8.8168,-9.2524,13.89
18.795572,-5.1783,-9.1465,-8.7195,13.66
18.810437,-4.8742,-9.5865,-7.9897,13.40
18.815645,-4.3075,-9.9913,-7.4450,13.18
18.825724,-3.4987,-10.2750,-7.2345,13.04
18.841734,-2.5516,-10.6017,-7.1131,13.02
18.845959,-1.6189,-11.1717,-6.6588,13.11
18.858050,-0.9901,-11.9296,-5.6628,13.24
18.866029,-0.8790,-12.5949,-4.1549,13.29
18.876337,-0.8049,-12.8072,-2.1730,13.02
18.891962,-0.1897,-12.2776,0.4796,12.29
18.896377,1.2428,-11.2640,4.1452,12.07
18.909059,3.8832,-9.9847,8.4942,13.67
18.916235,6.9963,-8.1050,12.6260,16.55
18.926771,8.8128,-5.9250,15.7444,18.99
18.942202,9.3929,-3.9312,17.5456,20.29
18.946673,10.2331,-1.9250,18.5554,21.28
18.958891,11.6707,0.0807,19.2128,22.48
18.966751,13.0655,1.8710,19.8330,23.82
18.976919,13.8954,3.3124,20.7837,25.22
18.992388,14.1176,4.3765,21.9258,26.44
18.997323,13.8360,5.1221,22.5803,26.97
19.009530,13.2838,5.4850,22.3624,26.58
19.017391,12.7566,5.5257,21.4545,25.56
19.027550,12.3257,5.3198,19.9737,24.07
19.042454,12.0387,4.8601,17.8665,22.09
19.047476,11.7966,4.2122,15.3184,19.79
19.059286,11.1796,3.2589,12.7011,17.23
19.067643,10.0640,1.9215,10.2364,14.48
19.077735,8.7515,0.5130,8.0544,11.90
19.092752,7.5628,-0.6994,6.3124,9.88
19.098065,6.6239,-1.7393,5.0098,8.49
19.109480,5.9346,-2.7763,3.9599,7.66
19.118091,5.5062,-3.8033,2.9430,7.31
19.128294,5.1959,-4.7221,1.7879,7.25
19.139498,4.8173,-5.5594,0.5097,7.37
19.148272,4.3574,-6.2992,-0.5855,7.68
19.160361,3.8917,-6.9078,-1.3405,8.04
19.168139,3.4274,-7.4243,-1.9806,8.41
19.178389,2.9920,-7.8669,-2.7354,8.85
19.191695,2.4980,-8.2576,-3.6492,9.37
19.198573,1.8020,-8.5935,-4.5438,9.89
19.208491,0.9099,-8.8162,-5.3507,10.35
19.218593,-0.2210,-8.8623,-6.1947,10.81
19.228546,-1.3469,-8.6777,-7.0392,11.25
19.241537,-2.1545,-8.2851,-7.7194,11.53
19.248828,-2.7086,-7.8697,-8.2120,11.69
19.260027,-3.1526,-7.5453,-8.6542,11.91
19.271014,-3.5449,-7.2448,-9.1392,12.19
19.278784,-3.8750,-6.9065,-9.6746,12.50
19.291950,-3.9863,-6.5363,-10.0675,12.65
19.299525,-3.9143,-6.0605,-10.2438,12.53
19.310930,-3.7763,-5.5872,-10.2914,12.30
19.319698,-3.6958,-5.2297,-10.1737,12.02
19.329383,-3.8439,-4.9442,-9.9159,11.73
19.342991,-4.2912,-4.7629,-9.6761,11.61
19.349769,-4.9226,-4.8135,-9.5552,11.78
19.360227,-5.4919,-5.1121,-9.5431,12.14
19.370102,-5.8272,-5.4573,-9.5519,12.45
19.380166,-5.8507,-5.6516,-9.4654,12.48
19.393569,-5.5361,-5.7453,-9.3578,12.30
19.400328,-4.8979,-5.8101,-9.2845,12.00
19.411044,-4.1500,-5.8918,-9.1490,11.65
19.420273,-3.4582,-6.0887,-8.9599,11.37
19.430369,-2.9228,-6.3853,-8.6783,11.16
19.442680,-2.6113,-6.7717,-8.1397,10.91
19.450423,-2.4760,-7.2498,-7.4025,10.65
19.460652,-2.4704,-7.8370,-6.5148,10.49
19.476942,-2.6261,-8.5477,-5.2897,10.39
19.480953,-3.1348,-9.4320,-3.5534,10.56
19.493748,-3.9919,-10.4543,-1.4979,11.29
19.501013,-4.8012,-10.8801,0.3676,11.90
19.511155,-5.0108,-10.4385,2.1607,11.78
19.521219,-4.1980,-9.8282,3.8110,11.35
19.531168,-2.4875,-9.0420,4.9450,10.60
19.543665,-0.6939,-7.7643,6.1960,9.96
19.551229,0.6071,-6.5258,7.4808,9.95
19.561432,1.7658,-5.5259,8.4772,10.27
19.577151,3.4553,-4.3277,9.9678,11.40
19.581696,6.2994,-2.9027,12.3643,14.18
19.594333,10.0439,-1.0413,15.4198,18.43
19.601644,13.6416,1.2792,18.5425,23.06
19.612364,16.6879,3.6357,21.1574,27.19
19.626474,18.4169,5.7698,22.9850,30.01
19.631869,18.1215,7.1433,23.8650,30.81
19.643345,16.2816,7.3246,23.9507,29.87
19.652173,13.9173,6.5908,23.1350,27.79
19.662111,12.0039,5.6153,21.2278,25.02
19.677276,10.8039,4.5255,18.3888,21.80
19.682531,10.3172,3.2198,14.9096,18.41
19.694291,10.2385,2.0549,11.4140,15.47
19.702546,9.7357,0.9734,8.2122,12.77
19.712748,8.5844,-0.3007,5.2352,10.06
19.730391,6.9888,-1.5678,2.6897,7.65
19.743810,4.1315,-3.3516,-0.3386,5.33
19.752842,3.2495,-3.7797,-1.0420,5.09
19.762937,2.5179,-4.2405,-1.2755,5.09
19.776231,2.0613,-4.8046,-1.3842,5.41
19.783085,2.0165,-5.2317,-1.5834,5.83
19.793491,2.2405,-5.4092,-1.8013,6.13
19.803237,2.2269,-5.5061,-2.1530,6.32
19.813325,2.1054,-5.5724,-2.5724,6.49
19.827706,2.2577,-5.5654,-2.8601,6.65
19.833459,2.3602,-5.5175,-3.1218,6.76
19.844557,2.1477,-5.4790,-3.5155,6.86
19.853542,1.7299,-5.5615,-4.1435,7.15
19.864015,1.1365,-5.8238,-4.9612,7.73
19.878149,0.3799,-6.1586,-5.7578,8.44
19.884026,-0.4858,-6.4314,-6.4422,9.12
19.896012,-1.4929,-6.5339,-7.0131,9.70
19.904186,-2.4543,-6.4069,-7.3872,10.08
19.914991,-3.1383,-6.2209,-7.6660,10.36
19.926386,-3.6948,-6.0933,-8.0314,10.74
19.934324,-4.3128,-6.0022,-8.3986,11.19
19.944646,-4.9583,-5.9032,-8.7307,11.65
