# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-03-22 00:54:13.565
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
32.501152,-4.6171,-7.3242,-10.6672,13.74
32.511159,-5.4362,-6.9367,-11.5827,14.55
32.524008,-6.3113,-6.5380,-12.7491,15.66
32.531383,-6.9896,-6.1041,-14.0358,16.83
32.541552,-7.4029,-5.6580,-15.1608,17.80
32.551531,-7.5485,-5.2980,-15.9754,18.45
32.561650,-7.3460,-5.0826,-16.3051,18.59
32.574163,-6.8610,-5.0298,-16.0814,18.19
32.581770,-6.2394,-5.1512,-15.1734,17.20
32.592199,-5.6172,-5.4963,-13.6838,15.78
32.602052,-5.0733,-6.0142,-12.2372,14.55
32.611930,-4.7064,-6.6251,-11.1076,13.76
32.623973,-4.4876,-7.2596,-10.1455,13.26
32.632147,-4.3789,-7.8437,-9.4220,13.02
32.642329,-4.3486,-8.4611,-9.1493,13.20
32.659290,-4.3766,-9.1803,-9.1511,13.68
32.662348,-4.4925,-10.0310,-9.0986,14.27
32.674682,-4.5627,-10.9757,-8.7795,14.78
32.682564,-4.5012,-12.1197,-8.0858,15.25
32.692639,-4.2970,-13.5022,-6.7092,15.68
32.707828,-4.0209,-14.7682,-4.7381,16.02
32.712749,-3.2347,-15.7029,-2.8249,16.28
32.724133,-1.6051,-16.1190,-0.3677,16.20
32.732851,0.3448,-15.8548,3.0517,16.15
32.743120,1.8795,-14.8658,6.4682,16.32
32.758254,2.7236,-13.3944,8.7501,16.23
32.763018,4.0647,-11.6543,8.9283,15.23
32.774946,6.6989,-9.3351,8.1367,14.08
32.783062,10.1694,-6.4373,8.7592,14.89
32.792953,13.9465,-3.2423,11.0776,18.10
32.808178,16.8183,-0.1429,14.1527,21.98
32.813598,17.8836,2.2324,16.6085,24.51
32.824441,17.4936,3.8717,17.3130,24.91
32.833623,16.5147,5.1818,17.1237,24.35
32.843613,16.1462,6.4622,17.1352,24.41
32.857662,17.1604,8.0246,17.5276,25.81
32.863749,18.8316,9.6285,17.9736,27.76
32.874433,19.9852,10.5957,17.6488,28.69
32.883855,19.9389,10.6031,16.3170,27.86
32.895355,18.4483,9.5366,14.2458,25.18
32.908247,16.0793,7.6485,11.6981,21.30
32.914333,13.8242,5.5776,9.1110,17.47
32.925024,12.0748,3.6226,6.9263,14.38
32.934360,10.6851,1.7708,5.6332,12.21
32.944607,9.4135,-0.0990,5.2306,10.77
32.958576,7.9919,-2.0152,5.3364,9.82
32.964946,6.5194,-3.7931,5.6191,9.41
32.975322,5.4573,-5.2116,5.8211,9.53
32.985170,4.6364,-6.3806,5.9587,9.89
32.994946,3.5086,-7.6267,5.8986,10.26
33.008718,2.1639,-8.8190,5.4531,10.59
33.015057,1.1288,-9.7173,4.5260,10.78
33.025426,0.4865,-10.3874,3.0713,10.84
33.035887,-0.1224,-10.8130,1.6465,10.94
33.045401,-0.6600,-10.9783,0.4667,11.01
33.058756,-0.9948,-10.9031,-0.7288,10.97
33.065458,-1.4556,-10.6449,-1.8026,10.89
33.075800,-2.1674,-10.3992,-2.8899,11.01
33.085633,-2.7916,-10.1567,-4.1173,11.31
33.095854,-3.0511,-9.7892,-5.3296,11.56
33.109463,-3.0853,-9.2739,-6.5048,11.74
33.115920,-3.1427,-8.6495,-7.6114,11.94
33.125971,-3.3029,-8.0499,-8.8718,12.43
33.136023,-3.5110,-7.4861,-10.2589,13.18
33.146461,-3.7155,-6.8237,-11.4832,13.86
33.159802,-3.8860,-6.1077,-12.6228,14.55
33.166285,-4.0423,-5.4089,-13.5876,15.17
33.176981,-4.1513,-4.8989,-14.1468,15.54
33.186450,-4.0934,-4.6724,-14.4296,15.71
33.198394,-4.1892,-4.4935,-14.4733,15.72
33.210097,-4.5162,-4.3655,-13.9578,15.31
33.216756,-4.8273,-4.4296,-13.0202,14.58
33.226979,-5.0910,-4.5677,-12.0772,13.88
33.237046,-5.2435,-4.6758,-11.1836,13.21
33.246989,-5.1386,-4.7875,-10.3853,12.54
33.259135,-4.8924,-4.9021,-9.7778,11.98
33.267067,-4.6064,-4.9755,-9.2333,11.46
33.277136,-4.2098,-5.0445,-8.6296,10.85
33.287230,-3.7303,-5.0931,-7.9483,10.15
33.297365,-3.3361,-5.1808,-7.4192,9.64
33.312621,-3.1281,-5.4382,-7.2648,9.60
33.317805,-3.2345,-5.8149,-7.2939,9.87
33.332119,-3.5175,-6.2320,-7.3152,10.23
33.339931,-3.7525,-6.6060,-7.4095,10.61
33.347827,-3.8927,-6.9963,-7.5240,10.99
33.359848,-3.8875,-7.4822,-7.4653,11.26
33.367874,-4.1113,-8.0015,-7.2871,11.58
33.377880,-4.3091,-8.1862,-6.8730,11.52
33.392873,-3.1770,-7.7127,-6.0619,10.31
33.398108,-0.2964,-6.6641,-5.3351,8.54
33.409316,4.5134,-5.1838,-3.2944,7.62
33.418454,10.4786,-3.1291,2.0429,11.13
33.428307,15.1262,-0.6627,9.3590,17.80
33.442401,16.8199,1.0437,15.3485,22.79
33.448557,15.2230,1.1641,17.9056,23.53
33.459360,11.6782,0.4822,18.1167,21.56
33.468896,8.4203,0.1217,17.6839,19.59
33.478794,6.8190,0.2534,16.7135,18.05
33.492748,6.4946,0.8599,15.5573,16.88
33.498857,5.5946,2.2704,14.9863,16.16
33.509821,4.1490,2.2673,12.1461,13.03
33.518901,3.3586,0.7085,8.0396,8.74
33.529071,3.3278,0.4323,7.0000,7.76
33.542901,3.7076,0.7078,7.7895,8.66
33.549280,3.5566,0.8892,8.4334,9.20
33.559776,3.0304,1.0494,7.6560,8.30
33.569299,2.5038,0.8543,5.0994,5.74
33.579395,1.8819,0.5493,1.9908,2.79
33.592716,1.3833,0.1991,-0.7617,1.59
33.599651,1.0025,-0.3228,-2.8381,3.03
33.610166,0.0566,-0.8049,-3.8236,3.91
33.620055,-1.0144,-1.2082,-4.5198,4.79
33.630146,-1.0904,-1.5059,-5.4120,5.72
33.642969,-0.8856,-1.5870,-5.4976,5.79
33.650263,-1.0656,-1.8003,-4.5317,4.99
33.660201,-1.4937,-2.2638,-2.9067,3.98
33.672518,-1.8418,-2.6489,-1.1414,3.42
33.680254,-1.4899,-3.0562,1.7827,3.84
33.694933,-0.5651,-3.0959,3.5496,4.74
33.700394,0.7651,-1.9181,1.8136,2.75
33.712410,2.0396,-0.4358,1.2349,2.42
33.720625,2.4938,0.2941,1.0741,2.73
33.730654,2.3802,0.5261,-0.7777,2.56
33.744242,1.9434,0.6418,-1.8955,2.79
33.750698,1.3700,0.7479,-2.5827,3.02
33.761130,0.8321,0.7461,-3.1236,3.32
33.770676,0.4405,0.5507,-2.6157,2.71
33.781079,0.1282,0.1830,-1.2223,1.24
33.793851,-0.0153,-0.1349,0.0146,0.14
33.801348,0.1941,-0.1291,0.8107,0.84
33.811319,0.6953,0.1355,1.1775,1.37
33.821351,1.3083,0.5250,1.0490,1.76
33.831371,1.6091,0.9449,0.7360,2.01
33.843733,1.1924,1.2612,0.5831,1.83
33.851610,0.2653,1.3883,0.8888,1.67
33.861739,-0.4078,1.1283,1.2928,1.76
33.871928,-0.7070,0.4293,1.5161,1.73
33.881831,-1.0434,-0.2455,1.7081,2.02
33.894382,-1.3531,-0.4434,1.7284,2.24
33.901974,-1.4841,-0.4109,1.6016,2.22
33.912044,-1.6020,-0.5400,1.3413,2.16
33.922303,-1.6786,-0.7123,1.0474,2.10
33.932347,-1.4949,-0.5999,0.8947,1.84
33.946555,-1.1409,-0.2546,0.8418,1.44
33.962429,-0.6477,0.0835,0.6732,0.94
33.977466,-0.7273,0.1509,0.5877,0.95
33.982554,-0.9081,0.0317,0.2966,0.96
33.994804,-1.1088,-0.2116,-0.2614,1.16
34.002618,-1.3869,-0.3898,-0.8192,1.66
34.012915,-1.4799,-0.5387,-1.0154,1.87
34.027860,-1.4135,-0.5885,-0.9293,1.79
34.032978,-0.8135,-0.4552,-0.8549,1.26
34.044774,0.1586,-0.2726,-0.8736,0.93
34.053133,0.8214,0.1828,-0.5864,1.03
34.063037,1.5212,1.0977,0.0570,1.88
34.077726,1.3394,1.2785,0.4839,1.91
34.083250,0.3341,0.3635,0.4581,0.67
34.094635,0.1026,-0.1373,0.2198,0.28
34.103229,0.2610,-0.1668,0.0811,0.32
34.113551,-0.0441,-0.1961,0.1258,0.24
34.127872,-0.4983,-0.1289,0.3145,0.60
34.133790,-0.6233,-0.2138,0.2978,0.72
34.144456,-0.6965,-0.2590,0.0189,0.74
34.154239,-0.9599,-0.0162,-0.0105,0.96
34.164025,-1.2435,0.3608,-0.1008,1.30
34.177976,-1.7178,0.8070,0.0180,1.90
34.184177,-2.2292,0.9624,0.4545,2.47
34.194647,-2.1540,0.6050,0.4019,2.27
34.204774,-1.5562,0.2485,0.0422,1.58
34.214349,-0.6081,0.0980,-0.2081,0.65
34.228078,0.3544,-0.0259,-0.3316,0.49
34.234438,1.0506,-0.1045,-0.6177,1.22
34.244727,1.5390,-0.0965,-0.8716,1.77
34.255059,1.8925,-0.0782,-0.8404,2.07
34.264708,2.0806,-0.1279,-0.5713,2.16
34.277797,2.0238,-0.2142,-0.2549,2.05
34.284560,1.7435,-0.2963,-0.0769,1.77
34.295187,1.4163,-0.3851,-0.0082,1.47
34.305392,1.2316,-0.4239,0.0325,1.30
34.315096,1.1594,-0.4082,0.0448,1.23
34.328142,1.1552,-0.3522,0.0042,1.21
34.335884,1.1092,-0.3175,-0.0802,1.16
34.345530,0.7891,-0.2611,-0.0885,0.84
34.355532,0.2281,-0.1499,0.0230,0.27
34.365534,-0.3030,-0.0661,0.0877,0.32
34.378086,-0.6732,-0.0481,0.0542,0.68
34.386092,-0.8637,-0.0084,0.0273,0.86
34.395800,-0.8698,0.0589,0.0255,0.87
34.406176,-0.7081,0.0914,-0.0136,0.71
34.415939,-0.4715,0.0939,-0.0948,0.49
34.428608,-0.1968,0.1287,-0.2087,0.31
34.436092,0.0568,0.2102,-0.3600,0.42
34.446114,0.2631,0.2772,-0.4914,0.62
34.456318,0.4261,0.2836,-0.5658,0.76
34.466314,0.4796,0.2304,-0.5167,0.74
34.478783,0.4493,0.1739,-0.3107,0.57
34.486390,0.3857,0.1465,-0.0481,0.42
34.496449,0.2579,0.1092,0.1423,0.31
34.506763,0.0658,0.0332,0.2034,0.22
34.516665,-0.1118,-0.0337,0.2169,0.25
34.528723,-0.2326,-0.0721,0.2307,0.34
34.536778,-0.2632,-0.1104,0.1823,0.34
34.546872,-0.2032,-0.1484,0.0958,0.27
34.557531,-0.0863,-0.1529,0.0477,0.18
34.567085,0.0969,-0.1345,0.0624,0.18
34.578731,0.3138,-0.1272,0.0968,0.35
34.586908,0.5179,-0.1170,0.1224,0.54
34.597279,0.6332,-0.0661,0.1251,0.65
34.612599,0.6034,0.0301,0.1001,0.61
34.617442,0.5161,0.1144,-0.0530,0.53
34.629005,0.4381,0.1686,-0.3151,0.57
34.637545,0.2874,0.2608,-0.5051,0.64
34.647729,0.0925,0.3158,-0.6953,0.77
34.663169,-0.0770,0.2495,-0.8913,0.93
34.667867,-0.2192,0.1882,-0.9602,1.00
34.679024,-0.3025,0.1520,-0.8741,0.94
34.688002,-0.3003,0.1130,0.1519,0.35
34.698221,-0.4665,0.0822,1.1089,1.21
34.713234,-0.8301,0.0852,0.4943,0.97
34.718230,-0.9320,0.0858,-0.7260,1.18
34.738463,-0.6296,0.0353,-1.2197,1.37
34.752472,-0.5036,-0.0814,0.7048,0.87
34.766260,-0.5922,-0.1658,1.5567,1.67
34.768570,-0.4281,-0.2247,2.3272,2.38
